Index,Number
65,01110111000000101100100000100011101101111111011101000110001011111010010010101001000000000100100001011100000101000110011110001010
66,01011000011000010011111110000011110101100110100110101000100001001001011110101011111110101011111011011000011101111111010000111111
67,01111101010110101010010101001000001001000101100000100001011001101111011111111101000000001000011011110111110001000011001101111111
68,10101101111111110100101110001110000110110010100010010001111001000110011101101100011011111001000101011111111011010010101011001000
69,10011110000011000011111111110000110110110000100100100000101001001111000000011000111100111111101111000000101011001110000110111111
70,01100110011011101001101001110000010000111110010100011001111100110100111100101101101010110000011100010011010001110101101011110101
71,00100100001011001010001101011111110001110111011100111011101110100010100011011000111001000100110001101001010011111101001001100000
72,00011100011101001111000111000001111000101001100001100100101010111010100001010111010111110000011001111110111001110001101100110100
73,01001011110111110111100011100111000100001000010001110111110000111101101001100100011101101111010010001100011000001000011101010001
74,00000111111111011000000101011101101100111111001101111101110100010000001001000111111000100110110000101011000000011001000000000001
75,10001110001111111110110001000010010010011101001011010000101111110000000111001011000001000010110100110001100010010111010000010000
76,10111011111110011101110010111010100101000100110110100100110010010010001010100000001100000110001110000110010011110000000100100100
77,11011010001011101101101000010001000111001100000010011011011000101101101001100100110011101111111111010100110011100100100111000011
78,00101001001111101100100000111101110100110010110001101111100110111001111100111111011100010001111111111001100101111111101100001001
79,01100010000000010110010011000111010100110010101111000101000010101010010100000010111011110010000111100010000100100010110111100100
80,00001110000101001101001011000110101101000000011110100001111101101111000011011110000101000110011010000101001011010000011000001111
81,11001101011100000010001111111110111011001011100101100100101101000001101001000101010111100100100011100001001001001100000110010001
82,00111000100010111101111101000111100110001100010110011001001101100111111011011101111100000101110000111001111111011110110010010111
83,01100011111010111010011100101111110000011110101001111110000111110111010011110001000000010010111000110100010010000110111000000000
84,00000001110101101011101111001111001000100110011001000100001100000011100110110000100010101001001011100010100101110111110111000101
85,01010000101010111010101011101111000001110001111001101001011011101011010111101000011001011101011100111110011000000001111000011110
86,01101001000101001101100001010001000010001111110010100101110110010101000111110101110111111110011111011101111000101100101101101101
87,01000001100011111011011000000111001100111110101001110101011110010101000011001100001001000011101100000000110001110101010101000100
88,01111000110000000100110100111010010111011001100111101000110011100110100011100111111101000111100111111110110000010110010011010011
89,11110100010010010111000111010000000000110010010011011000100111111100111101011010101010101001111100101001010101101011100100111011
90,10110100011001001011101011001000110100011010111100010010110100010111000011011101110101100010101010001111111011101011010101000010
91,10010010010101010011101011111000010111001010011100011111000111010111110100111100011101000010101111111110111111001110010001101110
92,01011000001001111100111001001010010101001000001101011110000001011111010101100100110001110011111101001101010110100100101110111011
93,11111111001001101101000001110010011010101011000101010100000111101100100100110010001001100100100010101001100010111011110000100111
94,01100011101010011000110001000000100100111000001010011011010011100100110001110110111100001101011111101001001010010001001110010010
95,10001000000101000100011011000010100111001000110110110100001000010000001000101010101001001011101110001011101010111111111100110011
96,01010001110001100101100011000010111110101111000001011111010111100100110100101000100010100000100001100110000010110001100011001110
97,00111111000010011000101001111100001001011110101111101101110111001001011100000110110010011010010000100101001110000010000111000011
98,01011010011111001010101101011101100100011110010101111010111101100000000111011101001111101001001110100110111111101110001100101001
99,00011110001001100110111000011000001100001111011101001110011100111001000111010101010101111000111101111010111111001110000110001101
100,00101101100011010001011001011010001110011001100100111000010000001011001111111100110100111001110101111000011111110100110110100101
101,11110110101101010001111011110100101001110111000001000000101000110011001011000110011011100110101100000111001010100000010001001010
102,11110010111000101001100101000111100001000010100101000001010011101000111111101000011111011111010001001011111100011100010110111111
103,01100110010010000011001111010111011111110010011000011110010101010000010110010100010100111100010110001100110111010111100011111110
104,01010000001110111101011011100101110110000100111100111000000001001110110011010001110011110000000111100100110101011011010101010011
105,01000001011100000010110010011101011001110000100010000000011110001111111010010111101000011111010110010111111101100000011010000010
106,11111110011011101111111110001101111111011101011101100110100000100100101011000100110110011101110001011010010100011010010011000111
107,01001101001110010110101011000111100111001101100101110101000111100011011111101110011111010000001001111010000011100000110111000101
108,00011100100101011010010101111100000010101010111100100111000111000101100111011011110101010001111101011000011101101111110110110011
109,11100101010000101000010100100011111110010111101100111010000001111101111010110011101111110001000110011011000011000111100001111011
110,10111001110100111100011100111100101111111101011011010011010110000101001110001000110001110000010101010010011000011011010001000100
111,01101101010000011101001100110110000101001101010011000100110111010001111100011001100100011010011111110001010101111000001111001010
112,10101100001011000001101011110010001111100111110111101101110010010010101110110101110010100111111011001010101100110100010110101100
113,10101010100100111110001111111010010001001111110110011111111000011010000111000111000100010100111110010111110011011011010101000001
114,01100101111111001100100011110000001000111110111000011110010110001010100101011010011111100010100111101010000101011010001010011010
115,01111001100111001001001010001010101011111101000110010000000010010001001000010101111100010110111111111110110100111001101111101001
116,00000111110000010110101111111111111011111011111111010111000011010001000110100011000110100011100000000100101001111000000011111100
117,00010011101100011110000000001110111111111001000110000010110010000110100110101110101101010011101001101010111101100100001000011100
118,00000000011010101111111011010101001101000010000011100100001010011010000001000101100011110000110110100000110010011111001101001111
119,10110010100000111110101000110001110110010100101001110101101101001111011010010011100101001110000011101011100110110111010110101100
120,00110111001101101000010000011011001010110111011100010001110001101110011000011110011110111011001111100110011100000110001001011001
121,11111100110011010000100111111001110100111110010110100101000111111000110000101111001010101100011101110100110101011111001110110101
122,10010101100111111101011101101100000001100001100000011000100010001010101010111000110011111010111000001101001100101111011111011101
123,01011100100110001010011010011110011110010010101110110010001110110110110101101011011000001101010100100110111010111100110001001100
124,10010100110000011001010010101101001101010101111011110110010000100101000110011101001101011101110100001111011110110010010011011110
125,01101000100110010111001000101100011010011010011011000000001110111011000111101110011001011101001101100000110001110111101110010001
126,00110001100100101010011110111010000010010101100111001011110100111100011010101011000100000110011101001000010001011101000001000110
127,11001111100000101000111011000110011010111111110100110100001100111101110010111001001100100110110101000110111111000100011100110111
128,00111111000111101100100101101001111101101110101111110000010111100110010000100110000110100000101111011000010100011010001110110011
129,01000001011101100110101100101111101100101101001000110011101000000111001101011001110001101001110100000011011111000101011110000010
130,11100001010110000010010111101010000010101000101100010000011101101010111110001001001101010111100111100110110110001010100010111011
131,00010110100101100000110111111111111000010100100011100011100101001101001111100010100000001111110110010110101111010000011000011011
132,11100100100000110010011011000100001001010011101111101111100001101011100011010011111101011100110001010010011011101000011001010000
133,10101100010001010011101110001000100000101111001001100100001100000011010111100010111110110110011100111010100101000010110111101011
134,10101010011101001010100010111001101000100001011111001000011110100000011011001001001101100110001100100011100001100100101100110111
135,10110101101001001101000100100110101111111001001100110111001001100101101110000001010101001010101011000000110101110000010000000110
136,00000101001001011001001111001100100100010001011001000111010010010111010011000011110010111001110001010001000110000100011101101011
137,00000011011010001110011101001100011101011110010111011010100001000001011111100111010100101011000011100111011111110011100110111001
138,01110000101101011000000001100101011010010011000100001011101101000000000100101011110010100101001110110001101011011111111100110000
139,11000011110011011001101101100100010101100100101111101001000100100011100100011101000101011000001011000011001000001110101100011000
140,01101110001001011110111011100001100011001111010101111100100000011100010100001111001011000110001001100000000011111010001110001000
141,11111100010111101011110011101000111100111001101000110000111000011100101111001011101111011111010001111010101100000010010111011011
142,10100100111101001011011001111111001010100001010000101101000010111001011110110110001111101000001001111111101100100000101010100110
143,11100111100100001101010110110111110000000011100011001101100110010011110010101000100100010101110101111010000101100111010000100100
144,11100011010100011001110011111111101111101000110101001010001110011101100110010101101101011000101000101001001101010000101001100110
145,11100100010011111101001100000110000010011111000011010000110001000100010111000110011111011101101100010110100010010110101101111000
146,00110110000011101010111010100110011110000110001011100000110001100000100101110010001101010100100000110100011001100010100000100000
147,01110011001111001111001001110001001011000010001010001100000110000110100110110011011110111111111101110011100111110111100111110010
148,11011100100000100010001000100101011000010010110100100111111111000110110101100101011110100000110101101100111111011010000001010011
149,11100010010010100110100111001000100001111101101011011100000111111011001100000111010001101110011000111000010000111000100001000010
150,00001011010111011001000011010011111000001101111001101011111101111010011101101111011100000000001011010110010100101010111010100000
151,11101100111000011011110110000111100001111110101100111110100010001000111000001000110011101100001000110101010101010100011000111001
152,00110100010010110001111000111110101001111100101110100001110100100100100100101100100000010011011000111101001100000011000110000000
153,00011111101111111010101110101000011110010000111010001000101100011100100001000011000001100000010011101011100110001110010101111011
154,10011010110100001111111011110000100010100111110111111010000111101010110010010000010001111001000111101110001000010101011011010101
155,11001000011000101010010111011111000000101101110111001011111101100100001111001100100001101001010100101111001110110110110111100111
156,10010110010010000000000010000011010111010100110110100010010111000000010000101010011100101011100010111110000000111000111010000101
157,11000000110110011000001010011110011111111110100010110101000110000010100011110101101101110011110000010001111111111010010100000011
158,10001000001000111011000001000101000110010100000010101011011011101101101010100111110101110001100110010110101011111111001000101110
159,00111001010110101011100001000110001000010110111100111011100100111100101000101100101111011100100110101001111011010111111110010100
160,11000000001000000010111000111111010101011101010010110100011000000001011110011100001110100010111000000110011111000000011001001100
161,11110000111101011000110101101010001001110011011111100110101010111011110110110000011101011011001000110110011011101011000010001100
162,00011100100010010011001000100000100001001001000000100110000100001100111100100001111000101110101110100000000110100011111111000110
163,11000100001101010001010010100011000001001100111110011010000101000101000100111000001011011110011111011110110100010101011010010100
164,11111111111111101111101110111000001010001101100100001010101000111001001100101001001100111001000001101101110011100010100110101011
165,00100001001101110110100100001101100000010110010100011010000011011000010000111101101111100010111010010101000111010001011111110001
166,00101011110111010010110011010111011001101010011101000101110000001111110000001101100010000111110101101001110110111100010110000000
167,01010101100100000100001100000001101100001001110100001100001000101110111100101101110011000101000111101110100111101111100111110010
168,00010010000010100010101001001000111001001111110001100001001000101011110111000011111100010110110110100110010011000110100001100101
169,01011010100101101001111101000011001001110101100101000111111101101010011001101011101100110110011111100011111111101110011001001100
170,01111010001110101110110110100101010011110100000111111001011010100101001101010101010111100010010010110000101001011001000111110010
171,01100010000000100110010001001100000010100010110001000011001001011001011111100000000100111111011001011100101010101011001011101100
172,10001100000101101101000100010101001110001010101101000001101001111000001010111000100001100001110110110110010001001101000011010101
173,01111111111101100111001001110100011010000111011110111010110110111110011100011110011110111110010001010001001100001011011101100000
174,01101000110010000111001000111110010001101011001100001010100101111000101111100101010100001010011011000101110001101101010111001111
175,01110110001101101000101010011000111000100101101010010101000011001011010001100011111101100001100001101010100001001100000111011000
176,11100110110011011000001110001010100111011100100101000100001110111011110100000110010111010111001110011010100000011110000101101111
177,10110110111110010010111011110000100011111000000000100110001010000000000000010001010000110101111110101000110000111000100111011111
178,11110010011001100111101111110011011101111000101001110100110101000101000001001010100000110100110111001100100011101001110100010101
179,01110011110010010001110111111000001100000111011111001110010100101000011111000001110000001100100010011110010111001000001100101111
180,00010101101010101100011010111001101101011110111101110111110010011001001111011001100101110001100011100011011110011000110000011101
181,01010010111111010010011010011011010111101111110111110110000001011010111010010010101011001010001110010011100100100100110110000000
182,10101001101011001100001100101000010110110100010001100010110100111110010010110011101101110010000110001011011001000110001101110001
183,11011111100101100100110111101011010110111001011101010101101101100101001000001100100010001110010110000011001100000101111001100110
184,11110101110011111100101110111110011100001110001111100010101111100011010101110110111101110011100011100101001101001111111000110010
185,10000001000001111010001100111100001000001000100001101110000011000101110010000011110101100011100110111101011010101010110111110101
186,11101100011100111101111101110011110110100000011111011110000111111100111101110101100101100010111111010110011010010110111000111000
187,10101110010100111001010100011000001101011010111101000101110001011110110011101000100000110000100101000010001000111000010010001000
188,11011001010110101011111100001100000010101011110110010000110111011100100011000100000000111111101111011000001001100110100011001001
189,01010100100010100100000101011001100011110111001101110111101101010110011011111011110101011011101111111001101111010011111010111100
190,01010000010100101111100001100000111101001101100101100000011110001001111110101001110100110000111001111100000101011111110011010011
191,11010101000010101111000111110010111111101111101000011111101101110110001000000011101011010111011101011001110110100101001110000001
192,10101001000101011011011011111100010100011001001000110111010100011001001000101100100000111100010011000010011101101101010101011011
193,01001110101011111111011111010110101101101111010100010101110111011010011111001000011000110010111010100111100001001001011000100110
194,01101001010000001100010101011011001100111111011001101010000101001000010101000101110001100010001011011111111111110001110001110111
195,10010111001000110011001011100000011001011100100110100110001101110011010110011100010011010011011101100100000011101000111001001000
196,10100010101010101101000000010000100010111000011111111000010011111110100101011010101001000001110111101110001000110110010011101000
197,01010011011100100100111000111000100011100101111110101001101110111110000110011001111100000000111110100010001111101000000111110001
198,00110010101101000001010110011100000011110011111100111000010010000111001101101011010111110010010100111010001011010010101100000001
199,01000010110000010100000111000110100110000111000100101000001111011100001110001001111101111001010011110110101110110110000101101101
